"season_order","gp","gs","w","l","sv","bs","hld","outs","tbf","h","r","er","hr","k","bb","ibb","hbp","cg","sho","wp","bk","era","whip","k_percent","bb_percent","babip","player_id"
941,SEA,1,16,8,1,3,0,59,177,238,47,26,22,6,48,12,1,3,0,0,0,0,0,0,0,0,5
942,NYM,1,58,0,3,4,1,63.2,191,277,58,33,30,4,52,35,4,0,0,0,4,0,0,0,0,0,5
943,MIA,1,11,0,0,0,0,9.1,28,40,8,4,4,2,13,4,0,1,0,0,0,0,0,0,0,0,5
944,TBR,1,17,1,1,0,0,30,90,120,19,7,7,2,29,10,0,2,0,0,0,0,0,0,0,0,5
945,NYY,1,70,0,3,0,0,38.1,115,155,29,14,12,2,38,17,1,1,0,0,1,2,0,0,0,0,5
946,NYM,1,73,0,3,7,4,57.2,173,233,45,28,23,7,42,12,2,1,0,0,1,0,0,0,0,0,5
947,CIN,1,1,1,0,1,0,3.1,10,22,7,4,4,1,2,5,0,0,0,0,0,0,0,0,0,0,5
948,CHW,1,62,0,3,2,29,55,165,238,57,30,29,6,54,18,3,2,0,0,0,1,0,0,0,0,5
949,PIT,1,61,0,1,4,1,73.2,221,330,81,35,32,6,46,24,6,2,0,0,2,0,0,0,0,0,5
950,COL,1,71,0,3,1,0,57.1,172,249,65,31,28,11,51,17,4,0,0,0,5,1,0,0,0,0,5
951,SDP,1,33,33,14,14,0,218.2,656,910,228,110,97,31,107,42,4,6,1,1,4,2,0,0,0,0,5
952,LAA,1,30,9,4,3,1,71,213,318,77,46,37,7,47,34,1,3,0,0,2,0,0,0,0,0,5
953,TOR,1,3,0,0,0,0,3,9,15,5,2,2,1,2,0,0,0,0,0,1,0,0,0,0,0,5
954,NYY,1,9,0,1,1,5,8.1,25,32,6,2,2,0,8,2,2,0,0,0,0,0,0,0,0,0,5
955,NYY,1,65,0,2,7,2,60.2,182,248,52,19,18,5,81,19,0,1,0,0,1,1,0,0,0,0,5
956,MIN,1,40,0,2,2,0,25,75,111,21,16,15,4,26,14,3,1,0,0,1,0,0,0,0,0,5
957,TBR,1,76,0,2,2,48,74.2,224,282,43,9,5,2,76,15,1,3,0,0,4,0,0,0,0,0,5
958,HOU,1,1,1,0,0,0,6,18,22,2,2,2,2,6,2,0,0,0,0,0,0,0,0,0,0,5
959,HOU,1,71,0,2,10,0,70.1,211,309,68,45,42,10,78,34,7,1,0,0,10,0,0,0,0,0,5
960,MIL,1,78,0,2,7,3,72,216,305,65,37,35,8,72,31,1,0,0,0,6,0,0,0,0,0,5
961,WSN,1,35,0,1,3,9,29.1,88,131,19,20,19,4,31,22,0,1,0,0,10,1,0,0,0,0,5
962,LAD,1,11,0,0,1,0,6.2,20,26,3,1,1,0,6,4,1,0,0,0,0,0,0,0,0,0,5
963,HOU,1,21,21,7,9,0,130.2,392,558,134,66,55,13,89,32,2,2,0,0,5,0,0,0,0,0,5
963,PIT,2,13,12,5,4,0,75,225,317,71,33,31,8,50,24,2,1,0,0,0,0,0,0,0,0,5
964,COL,1,63,0,4,2,1,88.2,266,383,85,40,32,9,54,43,3,2,0,0,8,0,0,0,0,0,5
965,COL,1,23,0,0,2,0,25.2,77,131,36,23,23,2,29,18,2,2,0,0,5,0,0,0,0,0,5
965,CLE,2,44,0,3,1,0,53,159,217,47,19,18,5,54,12,2,3,0,0,5,0,0,0,0,0,5
966,MIL,1,7,7,3,1,0,39,117,165,36,17,17,5,41,14,0,1,0,0,1,0,0,0,0,0,5
967,STL,1,11,0,0,0,0,8,24,41,14,9,9,3,5,2,0,1,0,0,0,0,0,0,0,0,5
967,BAL,2,5,0,0,0,0,4,12,21,7,4,3,1,1,1,0,0,0,0,1,0,0,0,0,0,5
968,TOR,1,32,32,9,14,0,181,543,829,198,122,116,21,124,105,1,10,1,0,8,0,0,0,0,0,5
969,SFG,1,69,0,4,2,14,55.1,166,215,37,11,11,5,63,10,1,3,0,0,2,0,0,0,0,0,5
970,MIA,1,4,0,0,0,0,3,9,17,8,6,6,0,2,0,0,0,0,0,0,0,0,0,0,0,5
971,PHI,1,22,1,1,2,0,25,75,106,18,17,17,4,24,14,0,2,0,0,0,0,0,0,0,0,5
972,STL,1,19,0,0,2,0,22.2,68,89,14,7,7,2,25,7,0,1,0,0,1,0,0,0,0,0,5
973,TEX,1,58,0,6,0,0,65,195,265,55,21,16,3,47,23,3,2,0,0,1,1,0,0,0,0,5
974,OAK,1,18,13,2,11,0,73.1,220,342,96,56,53,7,46,37,3,5,0,0,2,1,0,0,0,0,5
975,SFG,1,6,0,0,0,0,3.2,11,15,1,0,0,0,5,3,1,1,0,0,1,0,0,0,0,0,5
976,CHC,1,7,7,2,3,0,29.2,89,135,38,22,21,4,21,11,0,3,0,0,0,0,0,0,0,0,5
977,CHC,1,77,0,7,1,2,69.1,208,292,67,28,25,5,55,23,7,1,0,0,1,1,0,0,0,0,5
978,STL,1,70,0,1,3,0,46.2,140,196,46,22,22,7,33,17,2,0,0,0,3,0,0,0,0,0,5
979,NYY,1,28,28,15,6,0,200,600,833,184,89,75,22,197,44,2,8,2,0,4,1,0,0,0,0,5
980,ARI,1,16,0,0,0,0,12,36,60,17,14,9,4,11,5,1,1,0,0,1,0,0,0,0,0,5
981,STL,1,65,0,1,4,0,58.2,176,256,56,28,28,5,60,27,5,1,0,0,4,0,0,0,0,0,5
982,CHW,1,30,29,17,8,0,192,576,772,167,66,65,19,192,51,5,6,1,0,6,0,0,0,0,0,5
983,CHC,1,28,28,9,13,0,174.2,524,723,157,79,74,20,180,56,2,4,1,0,10,0,0,0,0,0,5
984,PHI,1,6,0,0,1,0,6.1,19,34,12,7,7,4,5,3,1,0,0,0,0,0,0,0,0,0,5
985,MIA,1,19,19,5,7,0,121,363,504,119,59,53,12,110,33,2,2,0,0,4,1,0,0,0,0,5
985,DET,2,12,12,4,6,0,74.2,224,316,81,36,31,8,57,15,1,3,1,1,3,0,0,0,0,0,5
986,STL,1,17,0,0,1,0,15,45,70,11,11,11,2,13,13,4,1,0,0,4,0,0,0,0,0,5
987,KCR,1,12,12,1,6,0,53.1,160,270,65,47,46,8,36,44,1,5,0,0,4,1,0,0,0,0,5
987,COL,2,3,3,0,3,0,11.1,34,57,17,13,12,3,9,9,1,0,0,0,2,0,0,0,0,0,5
988,LAA,1,30,30,9,13,0,178,534,764,165,109,102,39,133,61,2,9,1,1,4,0,0,0,0,0,5
989,NYM,1,21,21,6,9,0,117,351,499,117,65,63,17,111,39,1,0,2,2,1,0,0,0,0,0,5
990,CHW,1,42,4,4,1,4,70.1,211,306,54,26,26,10,79,40,1,7,0,0,5,2,0,0,0,0,5
991,TOR,1,6,0,0,1,2,5,15,24,6,5,5,1,4,4,0,0,0,0,1,0,0,0,0,0,5
992,ARI,1,21,21,6,10,0,130,390,561,146,68,61,17,89,31,1,2,1,1,2,0,0,0,0,0,5
992,BAL,2,7,7,3,3,0,44.2,134,184,49,20,18,4,23,8,1,0,0,0,1,0,0,0,0,0,5
993,PHI,1,19,0,1,2,0,25,75,108,26,17,15,4,16,8,1,1,0,0,0,1,0,0,0,0,5
994,COL,1,6,0,0,0,0,8.2,26,33,7,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,5
995,TEX,1,39,0,1,1,1,32.1,97,152,47,18,16,6,30,9,3,2,0,0,4,0,0,0,0,0,5
996,DET,1,32,32,16,7,0,187.2,563,787,179,82,78,23,231,60,2,5,0,0,2,1,0,0,0,0,5
997,DET,1,6,0,0,0,0,7,21,39,14,10,8,3,6,5,2,0,0,0,1,0,0,0,0,0,5
998,PHI,1,35,0,2,1,0,34.1,103,147,30,18,17,3,36,16,2,2,0,0,1,0,0,0,0,0,5
999,NYM,1,3,2,0,1,0,8.2,26,46,15,13,12,4,1,3,0,0,0,0,0,0,0,0,0,0,5
1000,OAK,1,30,0,2,0,1,35.1,106,148,30,11,10,2,30,12,0,0,0,0,1,0,0,0,0,0,5
1001,CLE,1,17,2,1,1,0,34.1,103,147,35,15,14,2,18,13,1,0,0,0,1,0,0,0,0,0,5
1002,CHW,1,21,0,0,2,0,14.1,43,58,8,8,8,3,14,6,1,1,0,0,2,0,0,0,0,0,5
1003,ARI,1,64,0,1,6,2,59.1,178,252,60,29,23,4,41,24,3,2,0,0,4,1,0,0,0,0,5
1004,ATL,1,9,9,4,4,0,49.1,148,207,52,21,19,6,35,13,1,1,0,0,1,0,0,0,0,0,5
1005,SEA,1,2,0,0,0,0,1.1,4,10,6,4,4,2,0,1,0,0,0,0,0,0,0,0,0,0,5
1006,TBR,1,33,33,15,10,0,227.2,683,944,208,103,89,25,223,58,2,11,3,2,7,1,0,0,0,0,5
1007,CIN,1,36,0,3,2,1,61,183,269,65,22,18,2,52,22,1,6,0,0,9,0,0,0,0,0,5
1008,CLE,1,63,0,1,2,1,55,165,233,47,29,27,9,51,23,1,1,0,0,3,0,0,0,0,0,5
1009,ARI,1,6,6,1,3,0,29.1,88,133,30,20,19,6,21,13,0,2,0,0,1,0,0,0,0,0,5
1010,PIT,1,10,0,0,0,0,13,39,55,9,4,4,1,6,8,0,0,0,0,1,0,0,0,0,0,5
1011,CLE,1,72,0,7,4,0,67,201,278,53,27,22,4,53,25,4,2,0,0,1,1,0,0,0,0,5
1012,KCR,1,16,16,6,9,0,89.2,269,396,111,54,53,12,59,33,1,1,0,0,4,0,0,0,0,0,5
1013,DET,1,23,18,4,3,0,99.1,298,416,93,49,44,12,94,33,1,2,0,0,3,0,0,0,0,0,5
1014,BAL,1,6,0,0,0,0,10.1,31,47,11,8,8,2,6,6,0,0,0,0,0,1,0,0,0,0,5
1014,CHC,2,6,0,0,0,0,6,18,25,4,3,3,1,6,3,0,0,0,0,0,0,0,0,0,0,5
1015,NYY,1,69,0,2,1,42,67.2,203,279,55,17,17,6,69,24,4,1,0,0,3,0,0,0,0,0,5
1016,SDP,1,11,0,0,1,0,10.1,31,48,13,5,5,1,10,5,1,0,0,0,0,0,0,0,0,0,5
1017,WSN,1,59,0,6,1,1,88.1,265,370,70,27,23,7,87,36,4,2,0,0,3,0,0,0,0,0,5
1018,SDP,1,1,1,0,0,0,5,15,24,7,4,3,1,5,3,0,0,0,0,0,0,0,0,0,0,5
1019,CHW,1,18,1,1,2,0,30,90,134,41,26,20,10,16,4,0,0,0,0,0,1,0,0,0,0,5
1019,BOS,2,2,2,0,2,0,5.2,17,34,17,14,14,4,3,0,0,1,0,0,0,0,0,0,0,0,5
1020,MIL,1,6,1,0,0,0,9.1,28,38,7,1,1,1,3,5,0,0,0,0,0,0,0,0,0,0,5
1021,WSN,1,37,0,3,1,4,30.1,91,116,22,8,8,0,24,8,0,1,0,0,1,0,0,0,0,0,5
1022,HOU,1,26,0,0,1,0,30.1,91,127,27,14,13,2,34,10,0,1,0,0,0,0,0,0,0,0,5
1023,OAK,1,7,7,2,1,0,39.1,118,172,36,19,17,11,32,16,1,2,0,0,0,0,0,0,0,0,5
1024,WSN,1,28,28,15,6,0,159.1,478,653,136,62,56,15,197,48,1,4,0,0,5,0,0,0,0,0,5
1025,SDP,1,40,0,2,1,23,39,117,144,17,8,8,2,47,11,1,0,0,0,1,0,0,0,0,0,5
1026,BAL,1,70,0,5,2,3,66.1,199,283,52,18,18,2,58,37,2,4,0,0,5,0,0,0,0,0,5
1027,CHW,1,2,1,0,0,0,6.2,20,30,6,2,2,0,4,4,0,1,0,0,0,0,0,0,0,0,5
1027,SDP,2,18,14,8,3,0,92.1,277,383,86,36,30,7,51,23,0,1,0,0,1,1,0,0,0,0,5
1028,PHI,1,6,0,0,0,0,5.2,17,29,7,6,4,0,5,4,0,0,0,0,1,0,0,0,0,0,5
1029,SDP,1,6,6,2,3,0,30.2,92,137,34,19,18,4,7,13,3,0,0,0,0,0,0,0,0,0,5
1030,MIN,1,44,5,3,6,0,96.2,290,413,106,57,54,15,62,31,8,0,0,0,3,0,0,0,0,0,5
1031,LAA,1,42,0,0,3,0,42,126,173,39,24,23,6,41,10,1,0,0,0,0,0,0,0,0,0,5
1031,PIT,2,9,0,0,0,0,8.1,25,39,10,8,8,2,11,4,0,0,0,0,0,0,0,0,0,0,5
1032,TEX,1,14,0,1,0,0,17,51,76,18,19,17,4,18,6,1,0,0,0,0,0,0,0,0,0,5
1033,LAA,1,3,0,0,0,0,2.1,7,14,3,3,3,0,0,4,0,0,0,0,1,0,0,0,0,0,5
1034,BOS,1,37,0,1,1,1,44,132,172,37,7,7,1,45,5,0,2,0,0,0,0,0,0,0,0,5
1035,KCR,1,18,5,1,4,0,61.1,184,263,68,34,34,11,35,21,0,2,0,0,2,1,0,0,0,0,5
1036,ATL,1,2,1,0,0,0,6.1,19,24,5,4,4,0,5,1,0,0,0,0,0,0,0,0,0,0,5
1037,SDP,1,55,0,1,4,1,31.2,95,141,30,13,12,2,39,14,3,3,0,0,0,1,0,0,0,0,5
1038,SDP,1,64,0,2,2,7,57.2,173,235,53,24,22,4,47,12,4,1,0,0,2,0,0,0,0,0,5
1039,BOS,1,7,0,0,0,0,4.2,14,25,10,4,4,0,4,2,0,1,0,0,1,0,0,0,0,0,5
1039,NYY,2,4,0,0,0,0,3,9,12,2,3,3,1,3,1,0,0,0,0,0,0,0,0,0,0,5
1040,LAA,1,2,0,0,1,0,2.1,7,13,5,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,5
1040,OAK,2,1,0,0,0,0,0.2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1041,MIL,1,8,3,0,0,0,22,66,95,24,11,11,8,20,7,0,1,0,0,1,0,0,0,0,0,5
1042,CHW,1,74,0,4,10,3,65,195,266,63,27,25,4,53,17,4,3,0,0,2,0,0,0,0,0,5
1043,BAL,1,15,15,9,3,0,86,258,347,66,38,28,12,66,24,0,1,0,0,5,0,0,0,0,0,5
1044,LAD,1,40,0,3,1,0,37.2,113,160,30,19,18,4,39,20,1,1,0,0,0,0,0,0,0,0,5
1045,CLE,1,21,16,5,8,0,103.1,310,452,126,74,73,18,56,25,3,3,0,0,4,0,0,0,0,0,5
1046,COL,1,31,0,5,3,0,53,159,231,49,31,31,2,42,26,1,4,0,0,6,0,0,0,0,0,5
1047,DET,1,3,3,1,1,0,12.1,37,61,17,11,11,4,7,7,1,0,0,0,1,0,0,0,0,0,5
1047,MIA,2,7,7,1,4,0,42.2,128,170,33,21,16,5,29,9,2,0,0,0,4,0,0,0,0,0,5
1048,TEX,1,37,0,0,0,1,36,108,130,20,7,7,4,43,3,0,0,0,0,1,0,0,0,0,0,5
1049,PHI,1,27,1,3,2,0,31,93,113,18,10,10,3,35,5,1,0,0,0,0,0,0,0,0,0,5
1050,HOU,1,12,0,0,0,0,12,36,57,12,4,3,1,10,8,1,0,0,0,1,0,0,0,0,0,5
1051,DET,1,71,0,3,4,35,69,207,294,59,34,29,3,48,27,5,4,0,0,1,0,0,0,0,0,5
1052,PIT,1,4,0,0,1,0,2.2,8,16,5,4,4,0,3,1,0,1,0,0,2,0,0,0,0,0,5
1053,SEA,1,33,33,14,11,0,217.1,652,887,201,94,93,35,141,55,1,3,2,0,5,0,0,0,0,0,5
1054,ATL,1,12,0,1,1,0,16.2,50,76,16,11,10,2,21,9,1,2,0,0,3,0,0,0,0,0,5
1055,MIN,1,6,6,0,2,0,31.2,95,141,32,20,20,2,14,19,0,1,0,0,1,0,0,0,0,0,5
1056,CHW,1,24,0,0,0,1,13,39,49,5,2,2,0,19,4,0,0,0,0,0,0,0,0,0,0,5
1057,ATL,1,66,0,5,4,0,58.2,176,262,61,23,21,6,69,28,3,5,0,0,9,0,0,0,0,0,5
1058,MIL,1,72,0,5,4,1,67,201,300,61,29,27,5,79,40,1,2,0,0,1,0,0,0,0,0,5
1059,KCR,1,1,1,0,1,0,1.2,5,15,8,6,6,1,2,2,0,0,0,0,0,0,0,0,0,0,5
1060,DET,1,33,33,17,8,0,238.1,715,956,192,81,70,19,239,60,2,5,6,1,2,1,0,0,0,0,5
1061,TOR,1,38,16,7,7,0,125.1,376,521,113,59,58,23,122,46,4,3,0,0,6,1,0,0,0,0,5
1062,DET,1,50,0,3,5,0,54.2,164,226,38,20,16,3,66,28,3,1,0,0,9,2,0,0,0,0,5
1063,CIN,1,1,0,0,0,0,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
1064,SDP,1,27,0,2,0,0,26.1,79,105,19,5,5,2,28,7,0,1,0,0,1,0,0,0,0,0,5
1065,SFG,1,31,31,14,9,0,189.2,569,788,171,76,71,17,158,62,7,8,0,0,3,0,0,0,0,0,5
1066,SDP,1,32,32,11,11,0,182.2,548,802,160,88,84,14,174,105,6,9,1,1,9,1,0,0,0,0,5
1067,CHC,1,21,21,3,12,0,111.1,334,507,137,81,78,16,61,43,4,3,0,0,2,1,0,0,0,0,5
1068,NYY,1,39,0,1,1,0,39,117,171,46,29,28,8,38,8,1,1,0,0,0,0,0,0,0,0,5
1069,STL,1,32,32,14,13,0,198.2,596,831,196,96,87,15,184,52,3,6,3,2,5,2,0,0,0,0,5
1070,LAA,1,45,0,3,2,1,39,117,172,35,15,15,3,48,18,1,0,0,0,7,0,0,0,0,0,5
1071,MIN,1,17,0,0,1,0,21.1,64,94,27,6,6,2,7,6,1,3,0,0,1,0,0,0,0,0,5
1072,LAD,1,7,0,1,0,0,5.2,17,21,3,3,3,1,4,1,0,1,0,0,2,0,0,0,0,0,5
1073,MIN,1,12,12,2,5,0,61.2,185,271,71,41,39,12,42,22,1,3,1,0,1,0,0,0,0,0,5
1074,WSN,1,10,5,2,3,0,32.1,97,158,50,24,24,5,15,15,0,3,0,0,5,0,0,0,0,0,5
1075,NYY,1,1,1,0,0,0,2.1,7,17,8,6,6,2,1,2,0,0,0,0,0,0,0,0,0,0,5
1076,PIT,1,68,0,5,2,0,53.1,160,215,37,21,20,5,53,23,1,1,0,0,1,0,0,0,0,0,5
1077,LAA,1,30,30,20,5,0,188.2,566,739,147,63,59,20,142,45,0,4,3,2,2,0,0,0,0,0,5
1078,MIA,1,65,0,4,3,0,60.1,181,270,72,30,27,2,44,20,8,4,0,0,0,0,0,0,0,0,5
1079,DET,1,2,0,0,1,0,4,12,24,10,4,4,0,1,2,0,0,0,0,0,0,0,0,0,0,5
1080,HOU,1,3,3,0,3,0,17.2,53,79,24,13,13,5,13,7,0,0,0,0,1,1,0,0,0,0,5
1081,SDP,1,7,7,2,4,0,37.1,112,169,41,23,19,6,19,20,1,1,0,0,4,0,0,0,0,0,5
1082,CHC,1,12,4,1,2,0,28.2,86,143,35,18,17,1,14,24,1,2,0,0,1,0,0,0,0,0,5
1083,SDP,1,8,8,2,3,0,40.1,121,177,45,26,25,5,35,14,1,1,0,0,1,1,0,0,0,0,5
1084,STL,1,28,28,13,11,0,174.2,524,751,191,85,77,12,106,52,0,8,1,0,5,0,0,0,0,0,5
1085,CLE,1,12,0,0,0,0,12.1,37,61,17,12,12,3,2,7,0,0,0,0,2,0,0,0,0,0,5
1086,COL,1,23,20,2,9,0,98,294,459,114,66,60,13,64,51,9,5,0,0,6,0,0,0,0,0,5
1087,SDP,1,5,5,0,4,0,27.2,83,119,26,16,14,5,24,9,2,1,0,0,1,0,0,0,0,0,5
1088,SEA,1,73,0,4,3,29,79.1,238,326,59,24,22,5,87,29,3,2,0,0,3,0,0,0,0,0,5
1089,DET,1,3,3,0,3,0,11,33,55,21,11,10,4,7,3,0,0,0,0,0,0,0,0,0,0,5
1090,LAA,1,32,15,6,8,1,137.2,413,572,139,73,70,17,98,35,1,5,1,1,1,0,0,0,0,0,5
1091,SFG,1,2,0,0,0,1,2,6,12,4,2,2,0,2,2,0,0,0,0,1,0,0,0,0,0,5
1092,LAA,1,34,34,13,10,0,202.1,607,865,181,102,86,19,173,91,2,6,0,0,4,1,0,0,0,0,5
1093,PIT,1,8,0,0,0,0,4.2,14,26,10,1,1,0,7,3,0,0,0,0,1,0,0,0,0,0,5
1094,NYY,1,1,0,0,0,0,0.2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1094,CHW,2,1,0,0,0,0,1,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1095,MIL,1,25,24,3,10,0,142.1,427,633,179,94,90,21,96,45,1,6,0,0,2,2,0,0,0,0,5
1095,BAL,2,5,2,2,0,0,15.1,46,66,17,9,9,2,8,7,0,1,0,0,0,0,0,0,0,0,5
1096,CHC,1,10,0,0,2,0,8.2,26,42,8,8,8,1,6,11,0,0,0,0,1,0,0,0,0,0,5
1097,CHC,1,26,26,6,13,0,156,468,649,133,80,74,25,119,54,3,8,0,0,2,1,0,0,0,0,5
1098,PHI,1,23,23,6,9,0,133,399,590,154,69,62,12,107,47,4,6,0,0,1,0,0,0,0,0,5
1099,LAD,1,66,0,5,3,0,67.2,203,306,72,35,28,2,54,30,7,4,0,0,2,0,0,0,0,0,5
1100,HOU,1,77,0,2,2,1,52.1,157,223,45,20,19,4,54,17,0,6,0,0,1,0,0,0,0,0,5
1101,NYM,1,20,20,4,9,0,115,345,493,119,58,53,16,80,36,5,2,0,0,3,0,0,0,0,0,5
1102,ARI,1,45,0,0,0,0,37.1,112,163,37,24,23,5,34,19,0,1,0,0,5,0,0,0,0,0,5
1103,MIA,1,35,20,7,10,0,132.1,397,591,123,75,66,9,95,75,1,10,1,1,1,0,0,0,0,0,5
1104,ARI,1,77,0,6,1,0,68.2,206,263,54,21,19,2,42,21,2,1,0,0,1,0,0,0,0,0,5
1105,WSN,1,32,32,12,8,0,195.2,587,805,186,69,64,18,153,43,2,8,0,0,3,0,0,0,0,0,5
1106,SFG,1,32,32,15,8,0,184.1,553,799,186,91,85,20,114,70,6,5,1,1,1,0,0,0,0,0,5
